season,date_report,team_id,team_abbr,player_id,player_name,pos,status,designation,il_days,retro_date,expected_return,description,source
2025,2025-06-01,141,TOR,,,,IL,10-Day-IL,10.0,,,Toronto Blue Jays placed CF Daulton Varsho on the 10-day injured list. Left hamstring strain.,statsapi
2025,2025-06-01,141,TOR,,,,IL,60-Day-IL,60.0,,,Toronto Blue Jays activated RHP Erik Swanson from the 60-day injured list.,statsapi
2025,2025-06-03,141,TOR,,,,IL,10-Day-IL,10.0,,,Toronto Blue Jays activated 2B Andrés Giménez from the 10-day injured list.,statsapi
2025,2025-06-03,141,TOR,,,,IL,,,,,Toronto Blue Jays activated C Tyler Heineman from the 7-day injured list.,statsapi
2025,2025-06-09,141,TOR,,,,,,,,,Toronto Blue Jays activated RHP Spencer Turnbull.,statsapi
2025,2025-06-10,141,TOR,,,,IL,,,,,"Toronto Blue Jays placed RF Nathan Lukes on the 7-day injured list retroactive to June 10, 2025. Concussion.",statsapi
2025,2025-06-15,141,TOR,,,,IL,15-Day-IL,15.0,,,"Toronto Blue Jays placed RHP Bowden Francis on the 15-day injured list retroactive to June 15, 2025. Right shoulder impingement.",statsapi
2025,2025-06-20,141,TOR,,,,IL,,,,,Toronto Blue Jays activated RF Nathan Lukes from the 7-day injured list.,statsapi
2025,2025-06-20,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays activated RHP Nick Sandlin from the 15-day injured list.,statsapi
2025,2025-06-25,141,TOR,,,,IL,60-Day-IL,60.0,,,Toronto Blue Jays activated RHP Max Scherzer from the 60-day injured list.,statsapi
2025,2025-06-25,141,TOR,,,,,,,,,Toronto Blue Jays reassigned RHP Robinson Piña to the minor leagues.,statsapi
2025,2025-06-29,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays placed RHP Paxton Schultz on the 15-day injured list. Right middle finger inflammation.,statsapi
2025,2025-07-02,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays activated RHP Yimi García from the 15-day injured list.,statsapi
2025,2025-07-04,141,TOR,,,,IL,10-Day-IL,10.0,,,Toronto Blue Jays transferred RF Anthony Santander from the 10-day injured list to the 60-day injured list. Left shoulder inflammation.,statsapi
2025,2025-07-05,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays placed RHP Yimi García on the 15-day injured list. Left ankle sprain.,statsapi
2025,2025-08-31,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays transferred RHP Yimi García from the 15-day injured list to the 60-day injured list.,statsapi
2025,2025-07-06,141,TOR,,,,IL,60-Day-IL,60.0,,,Toronto Blue Jays activated RHP Ryan Burr from the 60-day injured list.,statsapi
2025,2025-07-05,141,TOR,,,,IL,10-Day-IL,10.0,,,"Toronto Blue Jays placed 2B Andrés Giménez on the 10-day injured list retroactive to July 5, 2025. Left ankle sprain.",statsapi
2025,2025-07-08,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays placed RHP Nick Sandlin on the 15-day injured list. Right elbow inflammation.,statsapi
2025,2025-07-11,141,TOR,,,,IL,60-Day-IL,60.0,,,Toronto Blue Jays placed RHP Ryan Burr on the 60-day injured list. Right shoulder rotator cuff strain.,statsapi
2025,2025-07-26,141,TOR,,,,IL,,,,,Toronto Blue Jays placed 3B Will Wagner on the restricted list.,statsapi
2025,2025-07-27,141,TOR,,,,IL,,,,,Toronto Blue Jays placed C Alejandro Kirk on the 7-day injured list. Concussion.,statsapi
2025,2025-07-28,141,TOR,,,,IL,,,,,Toronto Blue Jays activated 3B Will Wagner from the restricted list.,statsapi
2025,2025-07-28,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays transferred RHP Bowden Francis from the 15-day injured list to the 60-day injured list.,statsapi
2025,2025-07-29,141,TOR,,,,,,,,,Toronto Blue Jays activated RHP Seranthony Domínguez.,statsapi
2025,2025-07-29,141,TOR,,,,,,,,,Toronto Blue Jays reassigned LHP Easton Lucas to the minor leagues.,statsapi
2025,2025-07-29,141,TOR,,,,IL,15-Day-IL,15.0,,,Toronto Blue Jays activated RHP Paxton Schultz from the 15-day injured list.,statsapi
2025,2025-07-29,141,TOR,,,,,,,,,Toronto Blue Jays activated RHP Lazaro Estrada.,statsapi
2025,2025-08-01,141,TOR,,,,,,,,,Toronto Blue Jays activated 1B Ty France.,statsapi
2025,2025-07-29,141,TOR,,,,IL,,,,,"Toronto Blue Jays placed RF George Springer on the 7-day injured list retroactive to July 29, 2025. Concussion.",statsapi
2025,2025-08-01,141,TOR,,,,,,,,,Toronto Blue Jays activated RHP Louis Varland.,statsapi
2025,2025-08-01,141,TOR,,,,IL,10-Day-IL,10.0,,,Toronto Blue Jays activated CF Daulton Varsho from the 10-day injured list.,statsapi
2025,2025-08-03,141,TOR,,,,IL,,,,,Toronto Blue Jays activated C Alejandro Kirk from the 7-day injured list.,statsapi
2025,2025-08-12,141,TOR,,,,IL,10-Day-IL,10.0,,,Toronto Blue Jays activated 2B Andrés Giménez from the 10-day injured list.,statsapi
2025,2025-08-16,141,TOR,,,,IL,,,,,Toronto Blue Jays activated RF George Springer from the 7-day injured list.,statsapi
2025,2025-08-22,141,TOR,,,,IL,60-Day-IL,60.0,,,Toronto Blue Jays activated RHP Shane Bieber from the 60-day injured list.,statsapi
2025,2025-03-18,142,MIN,,,,IL,,,,,C Amilcar Vasquez roster status changed by Minnesota Twins.,statsapi
2025,2025-03-24,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed SS Brooks Lee on the 10-day injured list retroactive to March 24, 2025. Lumbar strain.",statsapi
2025,2025-03-24,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed 3B Royce Lewis on the 10-day injured list retroactive to March 24, 2025. Left hamstring strain.",statsapi
2025,2025-03-26,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins placed RHP Michael Tonkin on the 15-day injured list. Right shoulder strain.,statsapi
2025,2025-03-24,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed SS Brooks Lee on the 10-day injured list retroactive to March 24, 2025. Back tightness.",statsapi
2025,2025-03-24,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed SS Brooks Lee on the 10-day injured list retroactive to March 24, 2025. Lumbar strain.",statsapi
2025,2025-03-24,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Brock Stewart on the 15-day injured list retroactive to March 24, 2025. Left hamstring strain.",statsapi
2025,2025-04-07,142,MIN,,,,,,,,,Minnesota Twins activated RHP Scott Blewett.,statsapi
2025,2025-04-09,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Pablo López on the 15-day injured list retroactive to April 9, 2025. Right hamstring strain.",statsapi
2025,2025-04-13,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated SS Brooks Lee from the 10-day injured list.,statsapi
2025,2025-04-15,142,MIN,,,,,,,,,Minnesota Twins activated RF Matt Wallner.,statsapi
2025,2025-04-16,142,MIN,,,,IL,,,,,Minnesota Twins activated 2B Willi Castro.,statsapi
2025,2025-04-16,142,MIN,,,,IL,,,,,Minnesota Twins activated 2B Willi Castro.,statsapi
2025,2025-04-17,142,MIN,,,,,,,,,Minnesota Twins activated 1B Jonah Bride.,statsapi
2025,2025-04-17,142,MIN,,,,,,,,,Minnesota Twins activated 1B Jonah Bride.,statsapi
2025,2025-04-16,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed RF Matt Wallner on the 10-day injured list retroactive to April 16, 2025. Left hamstring strain.",statsapi
2025,2025-04-19,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated RHP Brock Stewart from the 15-day injured list.,statsapi
2025,2025-04-21,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed 2B Willi Castro on the 10-day injured list retroactive to April 21, 2025. Right oblique strain.",statsapi
2025,2025-04-25,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated RHP Pablo López from the 15-day injured list.,statsapi
2025,2025-04-26,142,MIN,,,,,,,,,Minnesota Twins activated 2B Kody Clemens.,statsapi
2025,2025-04-26,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins placed 2B Luke Keaschall on the 10-day injured list. Right forearm fracture.,statsapi
2025,2025-05-05,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated 2B Willi Castro from the 10-day injured list.,statsapi
2025,2025-05-05,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated 3B Royce Lewis from the 10-day injured list.,statsapi
2025,2025-05-16,142,MIN,,,,IL,,,,,Minnesota Twins placed SS Carlos Correa on the 7-day injured list. Concussion.,statsapi
2025,2025-05-16,142,MIN,,,,IL,60-Day-IL,60.0,,,Minnesota Twins placed RHP Michael Tonkin on the 60-day injured list. Right shoulder strain.,statsapi
2025,2025-05-16,142,MIN,,,,IL,60-Day-IL,60.0,,,Minnesota Twins placed RHP Michael Tonkin on the 60-day injured list. Right shoulder strain.,statsapi
2025,2025-05-16,142,MIN,,,,IL,,,,,"Minnesota Twins placed CF Byron Buxton on the 7-day injured list retroactive to May 16, 2025.",statsapi
2025,2025-05-18,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins transferred 2B Luke Keaschall from the 10-day injured list to the 60-day injured list. Right forearm fracture.,statsapi
2025,2025-05-05,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed LHP Danny Coulombe on the 15-day injured list retroactive to May 5, 2025. Left forearm extensor strain.",statsapi
2025,2025-05-23,142,MIN,,,,IL,,,,,Minnesota Twins activated SS Carlos Correa from the 7-day injured list.,statsapi
2025,2025-05-28,142,MIN,,,,,,,,,Minnesota Twins reassigned RF Carson McCusker to the minor leagues.,statsapi
2025,2025-05-28,142,MIN,,,,,,,,,Minnesota Twins reassigned RF Carson McCusker to the minor leagues.,statsapi
2025,2025-05-30,142,MIN,,,,IL,,,,,Minnesota Twins activated CF Byron Buxton from the 7-day injured list.,statsapi
2025,2025-05-31,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated RF Matt Wallner from the 10-day injured list.,statsapi
2025,2025-06-04,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Pablo López on the 15-day injured list retroactive to June 4, 2025. Right shoulder strain.",statsapi
2025,2025-06-08,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated LHP Danny Coulombe from the 15-day injured list.,statsapi
2025,2025-06-05,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Zebby Matthews on the 15-day injured list retroactive to June 5, 2025. Right shoulder strain.",statsapi
2025,2025-06-09,142,MIN,,,,,,,,,RHP Jorge Alcala roster status changed by Minnesota Twins.,statsapi
2025,2025-06-11,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins transferred RHP Pablo López from the 15-day injured list to the 60-day injured list. Right shoulder strain.,statsapi
2025,2025-06-12,142,MIN,,,,,,,,,Minnesota Twins activated LHP Joey Wentz.,statsapi
2025,2025-06-14,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed 3B Royce Lewis on the 10-day injured list retroactive to June 14, 2025. Left hamstring strain.",statsapi
2025,2025-07-01,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated 3B Royce Lewis from the 10-day injured list.,statsapi
2025,2025-06-29,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Bailey Ober on the 15-day injured list retroactive to June 29, 2025. Left hip impingement .",statsapi
2025,2025-07-19,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated RHP Zebby Matthews from the 15-day injured list.,statsapi
2025,2025-07-22,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP David Festa on the 15-day injured list retroactive to July 22, 2025. Right shoulder inflammation.",statsapi
2025,2025-07-24,142,MIN,,,,,,,,,RHP Matthew Dalquist roster status changed by Minnesota Twins.,statsapi
2025,2025-07-23,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed LHP Anthony Misiewicz on the 15-day injured list retroactive to July 23, 2025. Left shoulder impingement.",statsapi
2025,2025-07-26,142,MIN,,,,,,,,,Minnesota Twins placed C Ryan Jeffers on the paternity list.,statsapi
2025,2025-07-29,142,MIN,,,,,,,,,Minnesota Twins activated C Ryan Jeffers from the paternity list.,statsapi
2025,2025-07-27,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed CF Byron Buxton on the 10-day injured list retroactive to July 27, 2025. Left ribcage inflammation.",statsapi
2025,2025-08-01,142,MIN,,,,,,,,,Minnesota Twins activated LF Alan Roden.,statsapi
2025,2025-08-02,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated RHP Bailey Ober from the 15-day injured list.,statsapi
2025,2025-08-01,142,MIN,,,,IL,15-Day-IL,15.0,,,"Minnesota Twins placed RHP Simeon Woods Richardson on the 15-day injured list retroactive to August 1, 2025. Illness.",statsapi
2025,2025-08-05,142,MIN,,,,,,,,,Minnesota Twins activated RHP Thomas Hatch.,statsapi
2025,2025-08-05,142,MIN,,,,IL,60-Day-IL,60.0,,,Minnesota Twins activated 2B Luke Keaschall from the 60-day injured list.,statsapi
2025,2025-08-06,142,MIN,,,,,,,,,Minnesota Twins activated RHP Brooks Kriske.,statsapi
2025,2025-08-06,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed C Christian Vázquez on the 10-day injured list retroactive to August 6, 2025. Left shoulder infection.",statsapi
2025,2025-08-09,142,MIN,,,,,,,,,Minnesota Twins placed RF Matt Wallner on the paternity list.,statsapi
2025,2025-08-09,142,MIN,,,,,,,,,Minnesota Twins activated RF Carson McCusker.,statsapi
2025,2025-08-09,142,MIN,,,,,,,,,Minnesota Twins activated RF Carson McCusker.,statsapi
2025,2025-08-09,142,MIN,,,,,,,,,Minnesota Twins activated RF Carson McCusker.,statsapi
2025,2025-08-11,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins activated CF Byron Buxton from the 10-day injured list.,statsapi
2025,2025-08-12,142,MIN,,,,,,,,,Minnesota Twins activated RF Matt Wallner from the paternity list.,statsapi
2025,2025-08-15,142,MIN,,,,IL,10-Day-IL,10.0,,,"Minnesota Twins placed LF Alan Roden on the 10-day injured list retroactive to August 15, 2025. Left thumb sprain.",statsapi
2025,2025-08-17,142,MIN,,,,IL,10-Day-IL,10.0,,,Minnesota Twins transferred LF Alan Roden from the 10-day injured list to the 60-day injured list. Left thumb sprain.,statsapi
2025,2025-08-27,142,MIN,,,,IL,15-Day-IL,15.0,,,Minnesota Twins activated RHP Simeon Woods Richardson from the 15-day injured list.,statsapi
2025,2025-03-01,143,PHI,,,,IL,,,,,OF Dante Nori roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-02,143,PHI,,,,IL,,,,,C Jared Thomas roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-02,143,PHI,,,,IL,,,,,3B Luis Verdugo roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-02,143,PHI,,,,IL,,,,,C Jared Thomas roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-02,143,PHI,,,,IL,,,,,C Jared Thomas roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-05,143,PHI,,,,IL,,,,,OF Ethan Wilson roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-15,143,PHI,,,,IL,,,,,OF Jerffson Pena roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-24,143,PHI,,,,IL,,,,,RHP Tyler Phillips roster status changed by Philadelphia Phillies.,statsapi
2025,2025-03-24,143,PHI,,,,IL,10-Day-IL,10.0,,,"Philadelphia Phillies placed LF Weston Wilson on the 10-day injured list retroactive to March 24, 2025. Left oblique strain.",statsapi
2025,2025-03-24,143,PHI,,,,IL,15-Day-IL,15.0,,,"Philadelphia Phillies placed LHP Ranger Suárez on the 15-day injured list retroactive to March 24, 2025. Low back stiffness.",statsapi
2025,2025-04-23,143,PHI,,,,IL,10-Day-IL,10.0,,,Philadelphia Phillies activated LF Weston Wilson from the 10-day injured list.,statsapi
2025,2025-05-03,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies activated LHP Ranger Suárez from the 15-day injured list.,statsapi
2025,2025-05-01,143,PHI,,,,IL,15-Day-IL,15.0,,,"Philadelphia Phillies placed RHP José Ruiz on the 15-day injured list retroactive to May 1, 2025.",statsapi
2025,2025-05-03,143,PHI,,,,IL,10-Day-IL,10.0,,,Philadelphia Phillies activated CF Brandon Marsh from the 10-day injured list.,statsapi
2025,2025-05-15,143,PHI,,,,IL,15-Day-IL,15.0,,,"Philadelphia Phillies placed RHP Aaron Nola on the 15-day injured list retroactive to May 15, 2025. Right ankle sprain.",statsapi
2025,2025-05-18,143,PHI,,,,IL,,,,,Philadelphia Phillies placed LHP José Alvarado on the restricted list.,statsapi
2025,2025-05-18,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies activated RHP José Ruiz from the 15-day injured list.,statsapi
2025,2025-06-04,143,PHI,,,,IL,,,,,Philadelphia Phillies placed RHP Zack Wheeler on the paternity list.,statsapi
2025,2025-06-05,143,PHI,,,,IL,,,,,Philadelphia Phillies activated SS José Rodríguez.,statsapi
2025,2025-06-06,143,PHI,,,,IL,10-Day-IL,10.0,,,"Philadelphia Phillies placed 1B Bryce Harper on the 10-day injured list retroactive to June 6, 2025. Right wrist inflammation.",statsapi
2025,2025-06-08,143,PHI,,,,IL,,,,,Philadelphia Phillies reassigned RHP Ryan Cusick to the minor leagues.,statsapi
2025,2025-06-09,143,PHI,,,,IL,,,,,Philadelphia Phillies activated RHP Zack Wheeler from the paternity list.,statsapi
2025,2025-06-19,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies transferred RHP Aaron Nola from the 15-day injured list to the 60-day injured list. Right ankle sprain.,statsapi
2025,2025-06-30,143,PHI,,,,IL,10-Day-IL,10.0,,,Philadelphia Phillies activated 1B Bryce Harper from the 10-day injured list.,statsapi
2025,2025-07-19,143,PHI,,,,IL,10-Day-IL,10.0,,,Philadelphia Phillies placed 3B Alec Bohm on the 10-day injured list. Left rib fracture.,statsapi
2025,2025-07-21,143,PHI,,,,IL,15-Day-IL,15.0,,,"Philadelphia Phillies placed RHP Joe Ross on the 15-day injured list retroactive to July 21, 2025. Back spasms.",statsapi
2025,2025-07-31,143,PHI,,,,IL,,,,,LF Harrison Bader roster status changed by Philadelphia Phillies.,statsapi
2025,2025-07-31,143,PHI,,,,IL,,,,,Philadelphia Phillies reassigned RHP Matt Manning to the minor leagues.,statsapi
2025,2025-08-01,143,PHI,,,,IL,,,,,Philadelphia Phillies activated RHP Jhoan Duran.,statsapi
2025,2025-07-30,143,PHI,,,,IL,15-Day-IL,15.0,,,"Philadelphia Phillies placed RHP Daniel Robert on the 15-day injured list retroactive to July 30, 2025. Right middle finger blister.",statsapi
2025,2025-08-01,143,PHI,,,,IL,,,,,Philadelphia Phillies activated LF Harrison Bader.,statsapi
2025,2025-08-05,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies activated RHP Joe Ross from the 15-day injured list.,statsapi
2025,2025-08-17,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies activated RHP Daniel Robert from the 15-day injured list.,statsapi
2025,2025-08-17,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies placed RHP Zack Wheeler on the 15-day injured list. Right upper extremity blood clot.,statsapi
2025,2025-08-17,143,PHI,,,,IL,10-Day-IL,10.0,,,Philadelphia Phillies activated 3B Alec Bohm from the 10-day injured list.,statsapi
2025,2025-08-17,143,PHI,,,,IL,60-Day-IL,60.0,,,Philadelphia Phillies activated RHP Aaron Nola from the 60-day injured list.,statsapi
2025,2025-08-19,143,PHI,,,,IL,,,,,Philadelphia Phillies activated LHP José Alvarado.,statsapi
2025,2025-08-26,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies placed RHP Jordan Romano on the 15-day injured list. Right middle finger inflammation.,statsapi
2025,2025-08-31,143,PHI,,,,IL,15-Day-IL,15.0,,,Philadelphia Phillies transferred RHP Zack Wheeler from the 15-day injured list to the 60-day injured list. Right upper extremity blood clot.,statsapi
2025,2025-03-24,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed C Sean Murphy on the 10-day injured list. Left ribcage fracture.,statsapi
2025,2025-03-24,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed RF Ronald Acuña Jr. on the 10-day injured list. Left knee surgery recovery.,statsapi
2025,2025-03-24,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves placed RHP Joe Jiménez on the 15-day injured list. Knee surgery.,statsapi
2025,2025-03-24,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves placed RHP Spencer Strider on the 15-day injured list. Right elbow injury recovery.,statsapi
2025,2025-03-31,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves transferred RHP Joe Jiménez from the 15-day injured list to the 60-day injured list. Knee surgery.,statsapi
2025,2025-03-29,144,ATL,,,,IL,15-Day-IL,15.0,,,"Atlanta Braves placed RHP Reynaldo López on the 15-day injured list retroactive to March 29, 2025.",statsapi
2025,2025-03-31,144,ATL,,,,,,,,,Atlanta Braves placed LF Jurickson Profar on the restricted list.,statsapi
2025,2025-04-01,144,ATL,,,,IL,,,,,Atlanta Braves activated CF Stuart Fairchild.,statsapi
2025,2025-04-03,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves transferred RHP Reynaldo López from the 15-day injured list to the 60-day injured list.,statsapi
2025,2025-04-06,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves activated C Sean Murphy from the 10-day injured list.,statsapi
2025,2025-04-09,144,ATL,,,,,,,,,Atlanta Braves activated RHP Rafael Montero.,statsapi
2025,2025-04-11,144,ATL,,,,,,,,,Atlanta Braves placed LHP Aaron Bummer on the bereavement list.,statsapi
2025,2025-04-14,144,ATL,,,,,,,,,Atlanta Braves activated LHP Aaron Bummer from the bereavement list.,statsapi
2025,2025-04-16,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves activated RHP Spencer Strider from the 15-day injured list.,statsapi
2025,2025-04-18,144,ATL,,,,IL,15-Day-IL,15.0,,,"Atlanta Braves placed RHP Spencer Strider on the 15-day injured list retroactive to April 18, 2025. Right hamstring strain.",statsapi
2025,2025-04-21,144,ATL,,,,,,,,,Atlanta Braves activated RHP Scott Blewett.,statsapi
2025,2025-04-21,144,ATL,,,,,,,,,Atlanta Braves activated RHP Scott Blewett.,statsapi
2025,2025-04-23,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves transferred SS Nacho Alvarez Jr. from the 10-day injured list to the 60-day injured list.,statsapi
2025,2025-04-23,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves transferred SS Nacho Alvarez Jr. from the 10-day injured list to the 60-day injured list.,statsapi
2025,2025-04-28,144,ATL,,,,,,,,,Atlanta Braves activated RHP Ian Anderson.,statsapi
2025,2025-05-19,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves activated RHP Spencer Strider from the 15-day injured list.,statsapi
2025,2025-05-23,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves activated RF Ronald Acuña Jr. from the 10-day injured list.,statsapi
2025,2025-05-29,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves placed RHP AJ Smith-Shawver on the 15-day injured list. Strained right elbow.,statsapi
2025,2025-05-30,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed RF Stuart Fairchild on the 10-day injured list. Left pinky finger dislocation.,statsapi
2025,2025-05-30,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves transferred RHP AJ Smith-Shawver from the 15-day injured list to the 60-day injured list. Strained right elbow.,statsapi
2025,2025-06-05,144,ATL,,,,,,,,,Atlanta Braves reassigned LHP Dylan Dodd to the minor leagues.,statsapi
2025,2025-06-05,144,ATL,,,,IL,15-Day-IL,15.0,,,"Atlanta Braves placed RHP Daysbel Hernández on the 15-day injured list retroactive to June 5, 2025. Right forearm inflammation.",statsapi
2025,2025-06-07,144,ATL,,,,,,,,,Atlanta Braves activated LHP Austin Cox.,statsapi
2025,2025-06-08,144,ATL,,,,,,,,,Atlanta Braves activated RHP José Ruiz.,statsapi
2025,2025-06-15,144,ATL,,,,,,,,,Atlanta Braves reassigned SS Nacho Alvarez Jr. to the minor leagues.,statsapi
2025,2025-06-15,144,ATL,,,,IL,60-Day-IL,60.0,,,Atlanta Braves activated SS Nacho Alvarez Jr. from the 60-day injured list.,statsapi
2025,2025-06-16,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves activated RF Stuart Fairchild from the 10-day injured list.,statsapi
2025,2025-06-19,144,ATL,,,,IL,15-Day-IL,15.0,,,"Atlanta Braves placed LHP Chris Sale on the 15-day injured list retroactive to June 19, 2025. Fractured left ribcage.",statsapi
2025,2025-07-01,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves transferred LHP Chris Sale from the 15-day injured list to the 60-day injured list. Fractured left ribcage.,statsapi
2025,2025-07-02,144,ATL,,,,,,,,,Atlanta Braves activated LF Jurickson Profar.,statsapi
2025,2025-07-02,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves activated RHP Daysbel Hernández from the 15-day injured list.,statsapi
2025,2025-06-29,144,ATL,,,,IL,15-Day-IL,15.0,,,"Atlanta Braves placed RHP Spencer Schwellenbach on the 15-day injured list retroactive to June 29, 2025. Fractured right elbow.",statsapi
2025,2025-07-06,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves transferred RHP Spencer Schwellenbach from the 15-day injured list to the 60-day injured list. Fractured right elbow.,statsapi
2025,2025-07-12,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed 3B Austin Riley on the 10-day injured list. Strained right abdomen.,statsapi
2025,2025-07-12,144,ATL,,,,,,,,,Atlanta Braves activated LHP Joey Wentz.,statsapi
2025,2025-07-18,144,ATL,,,,,,,,,Atlanta Braves activated RHP Dane Dunning.,statsapi
2025,2025-07-18,144,ATL,,,,,,,,,Atlanta Braves activated RHP Dane Dunning.,statsapi
2025,2025-07-25,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves activated 3B Austin Riley from the 10-day injured list.,statsapi
2025,2025-07-27,144,ATL,,,,IL,60-Day-IL,60.0,,,Atlanta Braves placed RHP Grant Holmes on the 60-day injured list.,statsapi
2025,2025-07-27,144,ATL,,,,IL,15-Day-IL,15.0,,,Atlanta Braves placed RHP Grant Holmes on the 15-day injured list. Right elbow inflammation.,statsapi
2025,2025-07-27,144,ATL,,,,,,,,,Atlanta Braves activated RHP Hunter Stratton.,statsapi
2025,2025-07-28,144,ATL,,,,,,,,,Atlanta Braves activated RHP Erick Fedde.,statsapi
2025,2025-07-28,144,ATL,,,,,,,,,RHP Carlos Carrasco roster status changed by Atlanta Braves.,statsapi
2025,2025-07-30,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed RF Ronald Acuña Jr. on the 10-day injured list. Right achilles tendon inflammation.,statsapi
2025,2025-07-31,144,ATL,,,,,,,,,Atlanta Braves activated RHP Tyler Kinley.,statsapi
2025,2025-08-04,144,ATL,,,,IL,10-Day-IL,10.0,,,Atlanta Braves placed 3B Austin Riley on the 10-day injured list. Strained lower abdominal muscle.,statsapi
2025,2025-08-09,144,ATL,,,,,,,,,Atlanta Braves activated 3B Vidal Bruján.,statsapi
